class_name,class_index,precision,recall,f1,support
tibetan_terrier,109,0.058823529411764705,0.02830188679245283,0.03821656050955414,106
toy_poodle,110,0.0,0.0,0.0,51
toy_terrier,111,0.1111111111111111,0.041666666666666664,0.06060606060606061,72
vizsla,112,0.08823529411764706,0.05555555555555555,0.06818181818181818,54
walker_hound,113,0.1095890410958904,0.1509433962264151,0.12698412698412698,53
weimaraner,114,0.08333333333333333,0.03333333333333333,0.047619047619047616,60
welsh_springer_spaniel,115,0.14563106796116504,0.3,0.19607843137254902,50
west_highland_white_terrier,116,0.06666666666666667,0.08695652173913043,0.07547169811320754,69
whippet,117,0.15384615384615385,0.06896551724137931,0.09523809523809523,87
wire_haired_fox_terrier,118,0.04950495049504951,0.08771929824561403,0.06329113924050633,57
yorkshire_terrier,119,0.10619469026548672,0.1875,0.13559322033898305,64
