epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,epoch_time_seconds,elapsed_training_time_seconds
1,4.786531872749329,0.0103125,0.004766153062962109,4.764654040336609,0.013333333333333334,0.0020852070823713293,55.315088000003016,55.315382300002966
2,4.743409964640935,0.013854166666666667,0.007794989824954603,4.678532673517863,0.020833333333333332,0.004612646352047324,52.83212500001537,108.16279410000425
3,4.691855517625808,0.0171875,0.009346538178769464,4.639931367238362,0.020833333333333332,0.004942892265362177,53.19007569999667,161.35879420000128
4,4.661328793764114,0.02,0.011442068319764305,4.6090633455912275,0.020416666666666666,0.0049992712294286016,53.37355389998993,214.73842969999532
5,4.64028567870458,0.020416666666666666,0.013577251194492395,4.5895050168037415,0.02375,0.007546172972695842,52.917802499985555,267.6616307999939
6,4.615530389149984,0.023229166666666665,0.016172193588724168,4.555317874749502,0.02875,0.010354970859882752,52.930966599989915,320.59858309998526
7,4.599888492226601,0.021875,0.015137679394633601,4.540706943670909,0.037083333333333336,0.016368355031072958,53.02495250001084,373.6291059999785
8,4.584147114356359,0.0259375,0.019956496859446827,4.522767576376597,0.03791666666666667,0.018419405378161426,52.98541170000681,426.6195654000039
9,4.560691680709521,0.029166666666666667,0.021191635050628387,4.48572670618693,0.041666666666666664,0.02039192661306806,52.946634499996435,479.57152499997756
10,4.548529922564825,0.026770833333333334,0.019685330762037778,4.477819719314575,0.03958333333333333,0.02390614462012167,53.01920889999019,532.5959534999856
11,4.527837357719739,0.03635416666666667,0.028364594871157344,4.451438887914022,0.042083333333333334,0.02508464477263379,53.18461560001015,585.7867606999935
12,4.514502650300662,0.03375,0.024096993909708184,4.444467883904775,0.04583333333333333,0.026666456842171987,52.93934569999692,638.7317740999861
13,4.489283978144328,0.0378125,0.029540196539212717,4.401841828823089,0.05541666666666667,0.03288963958552641,53.011226100003114,691.7480700000015
14,4.464760911862055,0.03989583333333333,0.03056639660392701,4.365262027581533,0.060833333333333336,0.03801712560583534,53.11590209999122,744.870205299987
15,4.450897616147995,0.04125,0.031945874448072835,4.376854636669159,0.05416666666666667,0.03445952117139692,53.2031831999775,798.0792392999865
16,4.437748682101567,0.04510416666666667,0.035039579839289556,4.353310795625051,0.06416666666666666,0.0449705706871915,53.03281699999934,851.1137077999883
17,4.424403360883395,0.0490625,0.03930047149446852,4.308533891042074,0.06291666666666666,0.0452688741671941,52.943690399988554,904.0633163999883
18,4.3968070417642595,0.05197916666666667,0.0419765609198581,4.3294703110059105,0.06291666666666666,0.0452954170780667,52.816577600024175,956.8858751999796
19,4.383951320250829,0.048125,0.037635316218531195,4.277775115966797,0.06875,0.05110802235092002,53.02217299997574,1009.9136741999828
20,4.358309274315834,0.050104166666666665,0.04004488005672154,4.264740419387818,0.07,0.051170071741911315,53.07409199999529,1062.993147000001
21,4.349444387555122,0.051770833333333335,0.04148805959477865,4.223722901344299,0.06833333333333333,0.04697226407380008,52.98951559999841,1115.9879948000016
22,4.333994807402293,0.05614583333333333,0.044586587144980906,4.230630816618602,0.07791666666666666,0.05620094802681171,52.970275800005766,1168.9600280000013
23,4.310567281643549,0.06114583333333334,0.05081355974852489,4.2008470225334165,0.07375,0.04829772547701993,52.75794480001787,1221.7237232000043
24,4.29437744875749,0.0571875,0.04729811255742492,4.188242252667745,0.07625,0.05275365906531917,52.82627359998878,1274.5516930999875
25,4.287184074123701,0.06229166666666667,0.05050450277471611,4.174831275145213,0.07833333333333334,0.05992234849878838,53.01092540001264,1327.564196499996
26,4.2595956172545755,0.06572916666666667,0.052698141684009374,4.194230959415436,0.07916666666666666,0.05835899449626777,53.11081589999958,1380.6809076000063
27,4.2628584929307305,0.0609375,0.049548068040292985,4.17150895357132,0.0825,0.06450008953260518,53.00093239999842,1433.6833614999778
28,4.245765239993731,0.068125,0.05692553342027688,4.118052277565003,0.085,0.06754509748014802,53.02901239998755,1486.7180612999946
29,4.229476877649625,0.06916666666666667,0.057572361546171194,4.180912138621013,0.07708333333333334,0.05789512286150593,52.93775759998243,1539.66149269999
30,4.219727077484131,0.06979166666666667,0.05754057201371236,4.117158979574839,0.08125,0.06484106945948488,52.799978800001554,1592.4631755999872
31,4.200099084178607,0.07208333333333333,0.060941172978415545,4.091389946142832,0.0925,0.0734247148005094,52.955615299986675,1645.4204664999852
32,4.196822849909465,0.0721875,0.060357047767757493,4.07183490673701,0.09416666666666666,0.07110831220800237,52.735972800001036,1698.161629499984
33,4.189112175901731,0.0775,0.06489797863955303,4.034942192236582,0.09,0.07132247913802313,52.966899499995634,1751.1301366999978
34,4.172338333328565,0.07520833333333334,0.06194135300845803,4.0620639006296795,0.09458333333333334,0.07447508686794174,53.007878100004746,1804.1399185000046
35,4.1578184030453365,0.07802083333333333,0.06652871765517421,4.006942462126414,0.10541666666666667,0.08944430091633983,53.000996400020085,1857.1464463000011
36,4.139274741808573,0.07697916666666667,0.06484024859868429,4.0161530613899235,0.09875,0.08069993613882324,52.88051429999177,1910.0328356999962
37,4.141434030532837,0.078125,0.06513837608067724,4.019572618802388,0.10541666666666667,0.08496659413086312,52.867458499997156,1962.9019862999849
38,4.126516240437826,0.08489583333333334,0.07060907854977232,4.058645497163137,0.09416666666666666,0.0767530827956386,52.976138099998934,2015.8802938000008
39,4.1192877980073295,0.08270833333333333,0.06886091839211143,3.9806752371788026,0.10583333333333333,0.08957384897231421,52.80771550000645,2068.6897991999867
40,4.1136666105190915,0.0859375,0.07314578099562559,3.9662199449539184,0.10958333333333334,0.09055396261299349,52.77916350000305,2121.474182100006
41,4.087846427957217,0.0909375,0.07699214576814195,3.96366504351298,0.09916666666666667,0.0788170340300892,52.764778000011574,2174.2449551000027
42,4.083790036638578,0.08958333333333333,0.07642512360737162,3.9747105487187704,0.09875,0.07806850441917638,53.064183600014076,2227.3108956999786
43,4.075807970762253,0.0940625,0.08146983053978342,3.960143538316091,0.10833333333333334,0.08781588051972718,53.08356709999498,2280.3962339999853
44,4.0655507642030715,0.09177083333333333,0.07821777275796855,3.9216761763890586,0.11291666666666667,0.0949546122593619,53.01151919999393,2333.4096858999983
45,4.0519781011343,0.09166666666666666,0.0785989572831495,3.8768813943862916,0.12125,0.10300626994248899,52.9512451000046,2386.366339400003
