class_name,class_index,precision,recall,f1,support
malamute,71,0.04918032786885246,0.038461538461538464,0.04316546762589928,78
malinois,72,0.017543859649122806,0.02,0.018691588785046728,50
maltese_dog,73,0.07142857142857142,0.02631578947368421,0.038461538461538464,152
mexican_hairless,74,0.05847953216374269,0.18181818181818182,0.08849557522123894,55
miniature_pinscher,75,0.030612244897959183,0.03571428571428571,0.03296703296703297,84
miniature_poodle,76,0.0,0.0,0.0,55
miniature_schnauzer,77,0.03125,0.037037037037037035,0.03389830508474576,54
newfoundland,78,0.018691588785046728,0.021052631578947368,0.019801980198019802,95
norfolk_terrier,79,0.05263157894736842,0.041666666666666664,0.046511627906976744,72
norwegian_elkhound,80,0.06976744186046512,0.03125,0.04316546762589928,96
norwich_terrier,81,0.07692307692307693,0.023529411764705882,0.036036036036036036,85
old_english_sheepdog,82,0.022222222222222223,0.014492753623188406,0.017543859649122806,69
otterhound,83,0.058823529411764705,0.13725490196078433,0.08235294117647059,51
papillon,84,0.05172413793103448,0.0625,0.05660377358490566,96
pekinese,85,0.0,0.0,0.0,49
pembroke,86,0.05555555555555555,0.04938271604938271,0.05228758169934641,81
pomeranian,87,0.043478260869565216,0.01680672268907563,0.024242424242424242,119
pug,88,0.04950495049504951,0.05,0.04975124378109453,100
redbone,89,0.021739130434782608,0.020833333333333332,0.02127659574468085,48
rhodesian_ridgeback,90,0.029411764705882353,0.013888888888888888,0.018867924528301886,72
rottweiler,91,0.01694915254237288,0.019230769230769232,0.018018018018018018,52
saint_bernard,92,0.07526881720430108,0.1,0.08588957055214724,70
saluki,93,0.07317073170731707,0.03,0.0425531914893617,100
samoyed,94,0.05263157894736842,0.025423728813559324,0.03428571428571429,118
schipperke,95,0.016666666666666666,0.018518518518518517,0.017543859649122806,54
scotch_terrier,96,0.045112781954887216,0.10344827586206896,0.06282722513089005,58
scottish_deerhound,97,0.09523809523809523,0.06060606060606061,0.07407407407407407,132
sealyham_terrier,98,0.1925133689839572,0.35294117647058826,0.2491349480968858,102
shetland_sheepdog,99,0.01834862385321101,0.03508771929824561,0.024096385542168676,57
shih_tzu,100,0.058823529411764705,0.02631578947368421,0.03636363636363636,114
siberian_husky,101,0.022222222222222223,0.010869565217391304,0.014598540145985401,92
silky_terrier,102,0.11290322580645161,0.08433734939759036,0.09655172413793103,83
soft_coated_wheaten_terrier,103,0.0,0.0,0.0,56
staffordshire_bullterrier,104,0.011494252873563218,0.01818181818181818,0.014084507042253521,55
standard_poodle,105,0.0,0.0,0.0,59
standard_schnauzer,106,0.05263157894736842,0.03636363636363636,0.043010752688172046,55
sussex_spaniel,107,0.013157894736842105,0.0196078431372549,0.015748031496062992,51
tibetan_mastiff,108,0.043478260869565216,0.057692307692307696,0.049586776859504134,52
tibetan_terrier,109,0.0,0.0,0.0,106
toy_poodle,110,0.05263157894736842,0.058823529411764705,0.05555555555555555,51
toy_terrier,111,0.0,0.0,0.0,72
vizsla,112,0.0,0.0,0.0,54
walker_hound,113,0.018691588785046728,0.03773584905660377,0.025,53
weimaraner,114,0.0,0.0,0.0,60
welsh_springer_spaniel,115,0.014705882352941176,0.02,0.01694915254237288,50
west_highland_white_terrier,116,0.046296296296296294,0.07246376811594203,0.05649717514124294,69
whippet,117,0.04054054054054054,0.034482758620689655,0.037267080745341616,87
wire_haired_fox_terrier,118,0.03278688524590164,0.07017543859649122,0.0446927374301676,57
yorkshire_terrier,119,0.08955223880597014,0.09375,0.0916030534351145,64
