class_name,class_index,precision,recall,f1,support
affenpinscher,0,0.7833333333333333,0.94,0.8545454545454545,50
afghan_hound,1,0.992,0.8920863309352518,0.9393939393939394,139
african_hunting_dog,2,0.9054054054054054,0.9710144927536232,0.9370629370629371,69
airedale,3,0.8666666666666667,0.8921568627450981,0.8792270531400966,102
american_staffordshire_terrier,4,0.5542168674698795,0.71875,0.6258503401360545,64
appenzeller,5,0.6428571428571429,0.35294117647058826,0.45569620253164556,51
australian_terrier,6,0.7432432432432432,0.5729166666666666,0.6470588235294118,96
basenji,7,0.8867924528301887,0.8623853211009175,0.8744186046511628,109
basset,8,0.7613636363636364,0.8933333333333333,0.8220858895705522,75
beagle,9,0.8360655737704918,0.5368421052631579,0.6538461538461539,95
bedlington_terrier,10,0.8888888888888888,0.975609756097561,0.9302325581395349,82
bernese_mountain_dog,11,0.8412698412698413,0.8983050847457628,0.8688524590163934,118
black_and_tan_coonhound,12,0.9361702127659575,0.7457627118644068,0.8301886792452831,59
blenheim_spaniel,13,0.9340659340659341,0.9659090909090909,0.9497206703910615,88
bloodhound,14,0.8809523809523809,0.8505747126436781,0.8654970760233918,87
bluetick,15,0.7586206896551724,0.9295774647887324,0.8354430379746836,71
border_collie,16,0.7777777777777778,0.56,0.6511627906976745,50
border_terrier,17,0.7926829268292683,0.9027777777777778,0.8441558441558441,72
borzoi,18,0.8035714285714286,0.8823529411764706,0.8411214953271028,51
boston_bull,19,0.8488372093023255,0.8902439024390244,0.8690476190476191,82
bouvier_des_flandres,20,0.7333333333333333,0.66,0.6947368421052632,50
boxer,21,0.7446808510638298,0.6862745098039216,0.7142857142857143,51
brabancon_griffon,22,0.9574468085106383,0.8490566037735849,0.9,53
briard,23,0.7169811320754716,0.7307692307692307,0.7238095238095238,52
brittany_spaniel,24,0.8444444444444444,0.7307692307692307,0.7835051546391752,52
bull_mastiff,25,0.6710526315789473,0.9107142857142857,0.7727272727272727,56
cairn,26,0.7340425531914894,0.711340206185567,0.7225130890052356,97
cardigan,27,0.6176470588235294,0.7636363636363637,0.6829268292682927,55
chesapeake_bay_retriever,28,0.873015873015873,0.8208955223880597,0.8461538461538461,67
chihuahua,29,0.6666666666666666,0.6923076923076923,0.6792452830188679,52
chow,30,0.9278350515463918,0.9375,0.9326424870466321,96
clumber,31,0.8135593220338984,0.96,0.8807339449541285,50
cocker_spaniel,32,0.8444444444444444,0.6440677966101694,0.7307692307692307,59
collie,33,0.6363636363636364,0.39622641509433965,0.4883720930232558,53
curly_coated_retriever,34,0.8076923076923077,0.8235294117647058,0.8155339805825242,51
dandie_dinmont,35,0.9041095890410958,0.825,0.8627450980392157,80
dhole,36,0.9375,0.9,0.9183673469387755,50
dingo,37,0.8135593220338984,0.8571428571428571,0.8347826086956521,56
doberman,38,0.8333333333333334,0.8,0.8163265306122449,50
english_foxhound,39,0.5396825396825397,0.5964912280701754,0.5666666666666667,57
english_setter,40,0.8688524590163934,0.8688524590163934,0.8688524590163934,61
english_springer,41,0.7066666666666667,0.8983050847457628,0.7910447761194029,59
entlebucher,42,0.8421052631578947,0.7843137254901961,0.8121827411167513,102
eskimo_dog,43,0.4666666666666667,0.28,0.35,50
flat_coated_retriever,44,0.8888888888888888,0.7692307692307693,0.8247422680412371,52
french_bulldog,45,0.7704918032786885,0.7966101694915254,0.7833333333333333,59
german_shepherd,46,0.9047619047619048,0.7307692307692307,0.8085106382978723,52
german_short_haired_pointer,47,0.8936170212765957,0.8076923076923077,0.8484848484848485,52
giant_schnauzer,48,0.6428571428571429,0.7894736842105263,0.7086614173228346,57
golden_retriever,49,0.8947368421052632,0.68,0.7727272727272727,50
gordon_setter,50,0.8771929824561403,0.9433962264150944,0.9090909090909091,53
great_dane,51,0.6716417910447762,0.8035714285714286,0.7317073170731707,56
great_pyrenees,52,0.8202247191011236,0.6460176991150443,0.7227722772277227,113
greater_swiss_mountain_dog,53,0.6739130434782609,0.9117647058823529,0.775,68
groenendael,54,0.875,0.98,0.9245283018867925,50
ibizan_hound,55,0.8705882352941177,0.8409090909090909,0.8554913294797688,88
irish_setter,56,0.7936507936507936,0.9090909090909091,0.847457627118644,55
irish_terrier,57,0.7108433734939759,0.855072463768116,0.7763157894736842,69
irish_water_spaniel,58,0.6376811594202898,0.88,0.7394957983193278,50
irish_wolfhound,59,0.8476190476190476,0.7542372881355932,0.7982062780269058,118
italian_greyhound,60,0.723404255319149,0.8292682926829268,0.7727272727272727,82
japanese_spaniel,61,0.7959183673469388,0.9176470588235294,0.8524590163934426,85
keeshond,62,0.9666666666666667,1.0,0.9830508474576272,58
kelpie,63,0.6666666666666666,0.6792452830188679,0.6728971962616822,53
kerry_blue_terrier,64,0.7142857142857143,0.9493670886075949,0.8152173913043478,79
komondor,65,0.7361111111111112,0.9814814814814815,0.8412698412698413,54
kuvasz,66,0.5909090909090909,0.78,0.6724137931034483,50
labrador_retriever,67,0.8208955223880597,0.7746478873239436,0.7971014492753623,71
lakeland_terrier,68,0.7857142857142857,0.5670103092783505,0.6586826347305389,97
leonberg,69,0.9619047619047619,0.9181818181818182,0.9395348837209302,110
lhasa,70,0.6875,0.5116279069767442,0.5866666666666667,86
malamute,71,0.6,0.7307692307692307,0.6589595375722543,78
malinois,72,0.7931034482758621,0.92,0.8518518518518519,50
maltese_dog,73,0.8562091503267973,0.8618421052631579,0.8590163934426229,152
mexican_hairless,74,0.9574468085106383,0.8181818181818182,0.8823529411764706,55
miniature_pinscher,75,0.788235294117647,0.7976190476190477,0.7928994082840237,84
miniature_poodle,76,0.36585365853658536,0.2727272727272727,0.3125,55
miniature_schnauzer,77,0.6470588235294118,0.8148148148148148,0.7213114754098361,54
newfoundland,78,0.8602150537634409,0.8421052631578947,0.851063829787234,95
norfolk_terrier,79,0.7446808510638298,0.4861111111111111,0.5882352941176471,72
norwegian_elkhound,80,0.8125,0.9479166666666666,0.875,96
norwich_terrier,81,0.7407407407407407,0.7058823529411765,0.7228915662650602,85
old_english_sheepdog,82,0.8636363636363636,0.8260869565217391,0.8444444444444444,69
otterhound,83,0.9,0.7058823529411765,0.7912087912087912,51
papillon,84,0.9333333333333333,0.875,0.9032258064516129,96
pekinese,85,0.9705882352941176,0.673469387755102,0.7951807228915663,49
pembroke,86,0.8607594936708861,0.8395061728395061,0.85,81
pomeranian,87,0.9801980198019802,0.8319327731092437,0.9,119
pug,88,0.925531914893617,0.87,0.8969072164948454,100
redbone,89,0.5918367346938775,0.6041666666666666,0.5979381443298969,48
rhodesian_ridgeback,90,0.65,0.5416666666666666,0.5909090909090909,72
rottweiler,91,0.8392857142857143,0.9038461538461539,0.8703703703703703,52
saint_bernard,92,0.9571428571428572,0.9571428571428572,0.9571428571428572,70
saluki,93,0.9157894736842105,0.87,0.8923076923076924,100
samoyed,94,0.8818897637795275,0.9491525423728814,0.9142857142857143,118
schipperke,95,0.8888888888888888,0.8888888888888888,0.8888888888888888,54
scotch_terrier,96,0.7903225806451613,0.8448275862068966,0.8166666666666667,58
scottish_deerhound,97,0.8604651162790697,0.8409090909090909,0.8505747126436781,132
sealyham_terrier,98,0.8921568627450981,0.8921568627450981,0.8921568627450981,102
shetland_sheepdog,99,0.6753246753246753,0.9122807017543859,0.7761194029850746,57
shih_tzu,100,0.7235772357723578,0.7807017543859649,0.7510548523206751,114
siberian_husky,101,0.6111111111111112,0.4782608695652174,0.5365853658536586,92
silky_terrier,102,0.7796610169491526,0.5542168674698795,0.647887323943662,83
soft_coated_wheaten_terrier,103,0.803921568627451,0.7321428571428571,0.7663551401869159,56
staffordshire_bullterrier,104,0.7,0.509090909090909,0.5894736842105263,55
standard_poodle,105,0.6440677966101694,0.6440677966101694,0.6440677966101694,59
standard_schnauzer,106,0.84375,0.4909090909090909,0.6206896551724138,55
sussex_spaniel,107,0.8653846153846154,0.8823529411764706,0.8737864077669902,51
tibetan_mastiff,108,0.8888888888888888,0.7692307692307693,0.8247422680412371,52
tibetan_terrier,109,0.7766990291262136,0.7547169811320755,0.7655502392344498,106
toy_poodle,110,0.4383561643835616,0.6274509803921569,0.5161290322580645,51
toy_terrier,111,0.8888888888888888,0.6666666666666666,0.7619047619047619,72
vizsla,112,0.746031746031746,0.8703703703703703,0.8034188034188035,54
walker_hound,113,0.40625,0.49056603773584906,0.4444444444444444,53
weimaraner,114,0.8484848484848485,0.9333333333333333,0.8888888888888888,60
welsh_springer_spaniel,115,0.7843137254901961,0.8,0.7920792079207921,50
west_highland_white_terrier,116,0.7391304347826086,0.9855072463768116,0.84472049689441,69
whippet,117,0.543859649122807,0.7126436781609196,0.6169154228855721,87
wire_haired_fox_terrier,118,0.8076923076923077,0.7368421052631579,0.7706422018348624,57
yorkshire_terrier,119,0.5233644859813084,0.875,0.6549707602339181,64
